Intervention,Classroom,Pre_Exercise,Post_Exercise
1.0,20.0,0.707106781186548,0.707106781186548
1.0,20.0,0.707106781186548,0.707106781186548
1.0,20.0,1.87082869338697,1.87082869338697
1.0,20.0,1.87082869338697,1.58113883008419
1.0,20.0,1.87082869338697,1.87082869338697
1.0,20.0,2.12132034355964,1.58113883008419
1.0,20.0,1.58113883008419,1.87082869338697
1.0,20.0,2.34520787991171,2.12132034355964
1.0,20.0,1.58113883008419,0.707106781186548
1.0,20.0,1.87082869338697,1.87082869338697
1.0,20.0,1.58113883008419,1.58113883008419
1.0,20.0,1.22474487139159,1.22474487139159
1.0,20.0,1.58113883008419,1.58113883008419
1.0,20.0,1.87082869338697,1.87082869338697
2.0,2.0,1.58113883008419,2.12132034355964
2.0,2.0,2.54950975679639,1.87082869338697
2.0,2.0,1.87082869338697,2.12132034355964
2.0,2.0,1.22474487139159,1.58113883008419
2.0,2.0,0.707106781186548,1.58113883008419
2.0,2.0,2.54950975679639,2.73861278752583
2.0,2.0,1.87082869338697,1.58113883008419
2.0,2.0,3.24037034920393,3.24037034920393
2.0,2.0,1.58113883008419,1.58113883008419
2.0,2.0,1.87082869338697,2.12132034355964
2.0,2.0,1.87082869338697,2.12132034355964
2.0,2.0,2.54950975679639,2.54950975679639
2.0,2.0,2.73861278752583,2.73861278752583
2.0,2.0,2.54950975679639,2.73861278752583
2.0,2.0,2.54950975679639,2.34520787991171
2.0,2.0,1.58113883008419,1.58113883008419
2.0,2.0,2.34520787991171,1.87082869338697
2.0,2.0,2.12132034355964,1.87082869338697
2.0,2.0,1.22474487139159,1.58113883008419
2.0,2.0,1.87082869338697,2.12132034355964
2.0,2.0,2.34520787991171,2.34520787991171
2.0,2.0,0.707106781186548,1.22474487139159
2.0,2.0,2.34520787991171,2.34520787991171
2.0,2.0,1.22474487139159,2.12132034355964
2.0,2.0,1.22474487139159,1.87082869338697
2.0,2.0,2.91547594742265,2.73861278752583
2.0,2.0,1.22474487139159,0.707106781186548
2.0,22.0,0.707106781186548,0.707106781186548
2.0,22.0,1.58113883008419,1.87082869338697
2.0,22.0,1.87082869338697,1.87082869338697
2.0,22.0,1.22474487139159,1.58113883008419
2.0,22.0,0.707106781186548,1.22474487139159
2.0,22.0,1.58113883008419,1.58113883008419
2.0,22.0,0.707106781186548,1.22474487139159
2.0,22.0,0.707106781186548,1.58113883008419
2.0,22.0,0.707106781186548,1.22474487139159
2.0,22.0,1.87082869338697,1.87082869338697
2.0,22.0,0.707106781186548,1.87082869338697
2.0,22.0,0.707106781186548,0.707106781186548
2.0,22.0,0.707106781186548,2.12132034355964
2.0,22.0,2.12132034355964,2.12132034355964
2.0,22.0,1.22474487139159,1.58113883008419
2.0,22.0,0.707106781186548,1.22474487139159
2.0,22.0,1.22474487139159,1.87082869338697
2.0,22.0,1.22474487139159,1.58113883008419
2.0,22.0,1.22474487139159,1.58113883008419
2.0,22.0,0.707106781186548,1.58113883008419
2.0,22.0,0.707106781186548,1.87082869338697
2.0,22.0,2.91547594742265,3.08220700148449
2.0,22.0,2.12132034355964,1.58113883008419
2.0,8.0,1.87082869338697,1.87082869338697
2.0,8.0,0.707106781186548,0.707106781186548
2.0,8.0,1.22474487139159,1.22474487139159
2.0,8.0,2.12132034355964,2.12132034355964
2.0,8.0,2.12132034355964,2.34520787991171
2.0,8.0,2.34520787991171,2.12132034355964
2.0,8.0,1.58113883008419,1.58113883008419
2.0,8.0,2.34520787991171,2.54950975679639
2.0,8.0,2.34520787991171,2.12132034355964
2.0,8.0,0.707106781186548,0.707106781186548
2.0,8.0,2.12132034355964,2.12132034355964
2.0,8.0,1.58113883008419,2.12132034355964
2.0,8.0,2.73861278752583,2.91547594742265
2.0,8.0,2.54950975679639,2.54950975679639
2.0,8.0,3.08220700148449,1.58113883008419
2.0,8.0,1.22474487139159,1.58113883008419
2.0,8.0,1.58113883008419,1.58113883008419
2.0,8.0,1.22474487139159,1.22474487139159
2.0,8.0,3.53553390593274,2.12132034355964
2.0,8.0,1.58113883008419,1.22474487139159
2.0,8.0,2.34520787991171,2.12132034355964
2.0,8.0,1.22474487139159,1.58113883008419
2.0,8.0,1.58113883008419,1.58113883008419
2.0,8.0,1.22474487139159,1.22474487139159
2.0,8.0,2.12132034355964,2.34520787991171
2.0,8.0,1.87082869338697,1.87082869338697
2.0,8.0,1.22474487139159,1.58113883008419
2.0,10.0,2.12132034355964,1.87082869338697
2.0,10.0,0.707106781186548,0.707106781186548
2.0,10.0,1.58113883008419,1.58113883008419
2.0,10.0,1.58113883008419,1.87082869338697
2.0,10.0,1.87082869338697,2.12132034355964
2.0,10.0,1.58113883008419,2.12132034355964
2.0,10.0,2.54950975679639,2.12132034355964
2.0,10.0,0.707106781186548,1.58113883008419
2.0,10.0,1.58113883008419,1.58113883008419
2.0,10.0,1.58113883008419,1.58113883008419
2.0,10.0,1.22474487139159,1.58113883008419
2.0,10.0,1.22474487139159,1.22474487139159
2.0,10.0,1.87082869338697,1.87082869338697
2.0,10.0,2.12132034355964,2.34520787991171
2.0,10.0,2.34520787991171,2.54950975679639
2.0,10.0,1.58113883008419,1.58113883008419
2.0,10.0,2.34520787991171,2.54950975679639
2.0,10.0,0.707106781186548,1.22474487139159
2.0,10.0,2.12132034355964,2.34520787991171
2.0,10.0,1.87082869338697,2.12132034355964
2.0,10.0,1.87082869338697,1.58113883008419
2.0,10.0,1.87082869338697,1.22474487139159
2.0,10.0,3.24037034920393,3.24037034920393
2.0,10.0,2.12132034355964,2.34520787991171
2.0,10.0,1.58113883008419,1.87082869338697
2.0,17.0,0.707106781186548,2.12132034355964
2.0,17.0,1.58113883008419,1.58113883008419
2.0,17.0,2.12132034355964,1.87082869338697
2.0,17.0,2.54950975679639,1.58113883008419
2.0,17.0,2.34520787991171,2.12132034355964
2.0,17.0,1.87082869338697,1.87082869338697
2.0,17.0,1.87082869338697,1.87082869338697
2.0,17.0,2.12132034355964,2.12132034355964
2.0,17.0,2.34520787991171,2.12132034355964
2.0,17.0,1.22474487139159,1.22474487139159
2.0,17.0,2.12132034355964,1.87082869338697
2.0,17.0,1.58113883008419,1.87082869338697
2.0,17.0,1.87082869338697,1.87082869338697
2.0,17.0,1.87082869338697,1.87082869338697
2.0,17.0,2.34520787991171,1.87082869338697
2.0,17.0,1.58113883008419,1.58113883008419
2.0,17.0,1.87082869338697,2.12132034355964
2.0,17.0,2.12132034355964,2.34520787991171
2.0,17.0,1.22474487139159,0.707106781186548
2.0,17.0,1.58113883008419,1.87082869338697
2.0,17.0,1.87082869338697,1.87082869338697
2.0,17.0,1.22474487139159,1.22474487139159
2.0,17.0,1.87082869338697,1.87082869338697
2.0,17.0,2.91547594742265,3.08220700148449
2.0,17.0,0.707106781186548,0.707106781186548
3.0,3.0,1.87082869338697,1.87082869338697
3.0,3.0,2.12132034355964,2.34520787991171
3.0,3.0,1.87082869338697,1.87082869338697
3.0,3.0,1.58113883008419,1.58113883008419
3.0,3.0,1.58113883008419,1.87082869338697
3.0,3.0,2.12132034355964,1.87082869338697
3.0,3.0,0.707106781186548,1.22474487139159
3.0,3.0,0.707106781186548,0.707106781186548
3.0,3.0,2.12132034355964,2.34520787991171
3.0,3.0,1.87082869338697,1.87082869338697
3.0,3.0,1.58113883008419,1.87082869338697
3.0,3.0,0.707106781186548,0.707106781186548
3.0,3.0,1.58113883008419,1.87082869338697
3.0,3.0,1.87082869338697,2.12132034355964
3.0,3.0,1.58113883008419,1.22474487139159
3.0,3.0,2.73861278752583,3.24037034920393
3.0,3.0,1.22474487139159,1.22474487139159
3.0,3.0,1.58113883008419,2.12132034355964
3.0,3.0,1.22474487139159,1.87082869338697
3.0,3.0,2.12132034355964,2.12132034355964
3.0,3.0,1.87082869338697,2.12132034355964
3.0,3.0,1.22474487139159,1.58113883008419
3.0,3.0,1.58113883008419,1.22474487139159
3.0,3.0,1.22474487139159,2.12132034355964
3.0,3.0,1.58113883008419,1.87082869338697
3.0,4.0,2.34520787991171,2.54950975679639
3.0,4.0,1.87082869338697,1.87082869338697
3.0,4.0,1.87082869338697,2.12132034355964
3.0,4.0,0.707106781186548,1.22474487139159
3.0,4.0,1.22474487139159,1.58113883008419
3.0,4.0,1.87082869338697,2.12132034355964
3.0,4.0,2.73861278752583,3.08220700148449
3.0,4.0,1.87082869338697,2.12132034355964
3.0,4.0,1.22474487139159,1.22474487139159
3.0,4.0,1.58113883008419,2.12132034355964
3.0,4.0,1.58113883008419,2.12132034355964
3.0,4.0,1.87082869338697,1.87082869338697
3.0,4.0,0.707106781186548,1.22474487139159
3.0,4.0,1.22474487139159,1.58113883008419
3.0,4.0,2.12132034355964,2.12132034355964
3.0,4.0,1.58113883008419,1.58113883008419
3.0,4.0,1.58113883008419,2.12132034355964
3.0,4.0,2.12132034355964,2.34520787991171
3.0,4.0,2.12132034355964,2.12132034355964
3.0,4.0,1.58113883008419,1.58113883008419
3.0,4.0,1.58113883008419,1.87082869338697
3.0,4.0,1.22474487139159,1.22474487139159
3.0,7.0,1.87082869338697,2.12132034355964
3.0,7.0,0.707106781186548,1.58113883008419
3.0,7.0,1.58113883008419,1.87082869338697
3.0,7.0,1.58113883008419,1.22474487139159
3.0,7.0,1.87082869338697,2.12132034355964
3.0,7.0,1.58113883008419,1.87082869338697
3.0,7.0,0.707106781186548,2.34520787991171
3.0,7.0,0.707106781186548,0.707106781186548
3.0,7.0,0.707106781186548,0.707106781186548
3.0,7.0,1.58113883008419,1.58113883008419
3.0,7.0,2.12132034355964,2.34520787991171
3.0,7.0,1.22474487139159,1.58113883008419
3.0,7.0,1.22474487139159,1.58113883008419
3.0,7.0,2.73861278752583,2.73861278752583
3.0,7.0,1.58113883008419,1.22474487139159
3.0,7.0,1.22474487139159,1.22474487139159
3.0,7.0,2.34520787991171,2.54950975679639
3.0,7.0,0.707106781186548,1.87082869338697
3.0,7.0,0.707106781186548,1.58113883008419
3.0,7.0,2.54950975679639,1.58113883008419
3.0,7.0,0.707106781186548,0.707106781186548
3.0,7.0,2.34520787991171,2.54950975679639
3.0,7.0,0.707106781186548,1.58113883008419
3.0,7.0,1.22474487139159,0.707106781186548
3.0,7.0,1.87082869338697,2.12132034355964
3.0,12.0,1.22474487139159,1.22474487139159
3.0,12.0,2.12132034355964,2.34520787991171
3.0,12.0,1.58113883008419,1.58113883008419
3.0,12.0,1.87082869338697,2.12132034355964
3.0,12.0,1.87082869338697,2.12132034355964
3.0,12.0,2.12132034355964,2.34520787991171
3.0,12.0,1.58113883008419,1.87082869338697
3.0,12.0,1.58113883008419,1.87082869338697
3.0,12.0,1.58113883008419,1.87082869338697
3.0,12.0,1.58113883008419,2.12132034355964
3.0,12.0,0.707106781186548,1.22474487139159
3.0,12.0,1.58113883008419,1.87082869338697
3.0,12.0,2.12132034355964,2.12132034355964
3.0,12.0,2.12132034355964,2.34520787991171
3.0,12.0,1.58113883008419,1.87082869338697
3.0,12.0,1.22474487139159,1.87082869338697
3.0,12.0,1.87082869338697,2.34520787991171
3.0,12.0,1.87082869338697,1.87082869338697
3.0,12.0,2.12132034355964,2.34520787991171
3.0,12.0,1.87082869338697,1.87082869338697
3.0,16.0,1.22474487139159,1.58113883008419
3.0,16.0,1.22474487139159,1.58113883008419
3.0,16.0,0.707106781186548,0.707106781186548
3.0,16.0,1.22474487139159,1.58113883008419
3.0,16.0,1.87082869338697,2.34520787991171
3.0,16.0,2.12132034355964,2.34520787991171
3.0,16.0,1.22474487139159,1.58113883008419
3.0,16.0,1.58113883008419,1.87082869338697
3.0,16.0,2.12132034355964,2.34520787991171
3.0,16.0,2.12132034355964,2.12132034355964
3.0,16.0,1.22474487139159,1.58113883008419
3.0,16.0,1.58113883008419,0.707106781186548
3.0,16.0,1.22474487139159,1.58113883008419
3.0,16.0,2.12132034355964,2.34520787991171
3.0,16.0,0.707106781186548,0.707106781186548
3.0,16.0,1.58113883008419,1.87082869338697
3.0,16.0,1.87082869338697,2.12132034355964
3.0,16.0,1.87082869338697,2.54950975679639
3.0,16.0,1.58113883008419,1.22474487139159
3.0,21.0,2.12132034355964,2.12132034355964
3.0,21.0,0.707106781186548,0.707106781186548
3.0,21.0,1.22474487139159,1.22474487139159
3.0,21.0,1.87082869338697,2.12132034355964
3.0,21.0,1.22474487139159,1.87082869338697
3.0,21.0,1.58113883008419,1.58113883008419
3.0,21.0,1.22474487139159,1.58113883008419
3.0,21.0,1.87082869338697,1.22474487139159
3.0,21.0,1.87082869338697,2.12132034355964
3.0,21.0,1.87082869338697,1.58113883008419
3.0,21.0,1.22474487139159,1.22474487139159
3.0,21.0,2.73861278752583,2.91547594742265
3.0,21.0,0.707106781186548,0.707106781186548
3.0,21.0,1.22474487139159,1.22474487139159
3.0,21.0,2.12132034355964,2.12132034355964
3.0,21.0,2.12132034355964,2.12132034355964
3.0,21.0,1.22474487139159,1.22474487139159
3.0,21.0,2.12132034355964,1.87082869338697
3.0,21.0,1.22474487139159,2.54950975679639
3.0,21.0,0.707106781186548,0.707106781186548
4.0,6.0,1.58113883008419,1.22474487139159
4.0,6.0,1.58113883008419,1.58113883008419
4.0,6.0,0.707106781186548,2.12132034355964
4.0,6.0,1.58113883008419,1.87082869338697
4.0,6.0,1.58113883008419,1.87082869338697
4.0,6.0,2.34520787991171,2.34520787991171
4.0,6.0,1.58113883008419,1.87082869338697
4.0,6.0,1.22474487139159,1.58113883008419
4.0,6.0,2.54950975679639,2.12132034355964
4.0,6.0,2.12132034355964,2.34520787991171
4.0,6.0,2.34520787991171,2.54950975679639
4.0,6.0,1.58113883008419,2.34520787991171
4.0,6.0,2.12132034355964,2.34520787991171
4.0,6.0,1.58113883008419,1.58113883008419
4.0,6.0,1.58113883008419,2.12132034355964
4.0,6.0,1.58113883008419,1.87082869338697
4.0,6.0,1.87082869338697,1.87082869338697
4.0,6.0,2.34520787991171,2.34520787991171
4.0,6.0,2.12132034355964,2.12132034355964
4.0,6.0,2.54950975679639,2.73861278752583
4.0,6.0,2.73861278752583,2.73861278752583
4.0,6.0,1.87082869338697,1.87082869338697
4.0,11.0,1.58113883008419,1.58113883008419
4.0,11.0,2.54950975679639,2.12132034355964
4.0,11.0,2.34520787991171,2.12132034355964
4.0,11.0,0.707106781186548,0.707106781186548
4.0,11.0,1.87082869338697,1.87082869338697
4.0,11.0,0.707106781186548,0.707106781186548
4.0,11.0,2.12132034355964,2.12132034355964
4.0,11.0,1.87082869338697,2.12132034355964
4.0,11.0,1.58113883008419,1.87082869338697
4.0,11.0,2.34520787991171,2.34520787991171
4.0,11.0,1.58113883008419,1.87082869338697
4.0,11.0,0.707106781186548,0.707106781186548
4.0,11.0,0.707106781186548,0.707106781186548
4.0,11.0,2.12132034355964,2.12132034355964
4.0,11.0,1.87082869338697,1.58113883008419
4.0,11.0,0.707106781186548,0.707106781186548
4.0,11.0,1.58113883008419,1.58113883008419
4.0,11.0,2.34520787991171,1.58113883008419
4.0,11.0,1.58113883008419,1.58113883008419
4.0,11.0,0.707106781186548,1.58113883008419
4.0,11.0,0.707106781186548,0.707106781186548
4.0,11.0,0.707106781186548,1.22474487139159
4.0,11.0,1.58113883008419,1.58113883008419
4.0,11.0,1.58113883008419,1.58113883008419
4.0,11.0,2.12132034355964,2.34520787991171
4.0,13.0,2.54950975679639,2.73861278752583
4.0,13.0,1.87082869338697,1.58113883008419
4.0,13.0,2.34520787991171,2.54950975679639
4.0,13.0,1.87082869338697,0.707106781186548
4.0,13.0,2.12132034355964,2.34520787991171
4.0,13.0,1.87082869338697,2.73861278752583
4.0,13.0,3.24037034920393,3.24037034920393
4.0,13.0,3.24037034920393,3.24037034920393
4.0,13.0,0.707106781186548,2.12132034355964
4.0,13.0,2.12132034355964,1.87082869338697
4.0,13.0,2.34520787991171,2.12132034355964
4.0,13.0,2.34520787991171,1.87082869338697
4.0,13.0,1.87082869338697,1.58113883008419
4.0,13.0,1.87082869338697,1.87082869338697
4.0,13.0,2.34520787991171,2.54950975679639
4.0,13.0,2.12132034355964,2.34520787991171
4.0,13.0,1.58113883008419,1.87082869338697
4.0,13.0,2.34520787991171,2.12132034355964
4.0,13.0,2.73861278752583,2.73861278752583
4.0,13.0,1.87082869338697,2.12132034355964
4.0,13.0,1.22474487139159,1.58113883008419
4.0,13.0,2.54950975679639,2.91547594742265
4.0,13.0,2.12132034355964,2.34520787991171
4.0,13.0,0.707106781186548,1.22474487139159
4.0,13.0,2.54950975679639,2.73861278752583
4.0,13.0,2.12132034355964,2.34520787991171
4.0,14.0,2.54950975679639,2.54950975679639
4.0,14.0,1.87082869338697,1.87082869338697
4.0,14.0,0.707106781186548,2.12132034355964
4.0,14.0,1.58113883008419,1.87082869338697
4.0,14.0,2.12132034355964,2.54950975679639
4.0,14.0,3.08220700148449,3.24037034920393
4.0,14.0,1.87082869338697,1.87082869338697
4.0,14.0,1.87082869338697,2.34520787991171
4.0,14.0,2.12132034355964,2.34520787991171
4.0,14.0,0.707106781186548,1.22474487139159
4.0,14.0,0.707106781186548,0.707106781186548
4.0,14.0,1.58113883008419,1.87082869338697
4.0,14.0,1.87082869338697,2.34520787991171
4.0,14.0,2.12132034355964,2.34520787991171
4.0,14.0,1.87082869338697,2.12132034355964
4.0,14.0,1.87082869338697,1.87082869338697
4.0,14.0,0.707106781186548,1.22474487139159
4.0,14.0,2.34520787991171,1.58113883008419
4.0,14.0,1.58113883008419,1.87082869338697
4.0,14.0,2.12132034355964,1.87082869338697
4.0,14.0,1.58113883008419,1.58113883008419
4.0,14.0,2.12132034355964,2.54950975679639
4.0,19.0,2.12132034355964,2.34520787991171
4.0,19.0,0.707106781186548,1.58113883008419
4.0,19.0,1.22474487139159,1.22474487139159
4.0,19.0,0.707106781186548,1.58113883008419
4.0,19.0,0.707106781186548,1.22474487139159
4.0,19.0,1.22474487139159,1.58113883008419
4.0,19.0,1.22474487139159,1.58113883008419
4.0,19.0,0.707106781186548,1.22474487139159
4.0,19.0,0.707106781186548,1.22474487139159
4.0,19.0,0.707106781186548,0.707106781186548
4.0,19.0,1.58113883008419,2.34520787991171
4.0,19.0,1.58113883008419,1.58113883008419
4.0,19.0,1.22474487139159,1.58113883008419
4.0,19.0,2.12132034355964,1.58113883008419
4.0,19.0,3.08220700148449,3.24037034920393
4.0,19.0,1.58113883008419,1.22474487139159
4.0,19.0,1.22474487139159,1.58113883008419
4.0,19.0,1.58113883008419,1.87082869338697
4.0,19.0,2.54950975679639,2.73861278752583
4.0,19.0,0.707106781186548,1.22474487139159
4.0,19.0,1.58113883008419,2.34520787991171
4.0,19.0,0.707106781186548,0.707106781186548
